invoiceId,issuerId,receiverId,amount,issueDate,paymentDate
14922,17,36,1693,2022-02-26,2022-02-26
14923,32,78,6681,2022-02-26,2022-02-26
14924,78,17,196164,2022-02-26,2022-05-05
14925,78,17,169059,2022-02-26,2022-02-26
14926,2,91,21611,2022-02-26,2022-05-12
14927,142,0,5402,2022-02-26,2022-05-12
14928,8,127,2317,2022-02-26,2022-05-19
14929,17,91,48583,2022-02-26,2022-05-21
14930,93,17,8727,2022-02-26,2022-04-26
14931,78,2,103310,2022-02-26,2022-05-08
14932,2,25,1348,2022-02-26,2022-05-18
14933,142,17,169266,2022-02-26,2022-04-26
14934,142,2,193535,2022-02-26,2022-05-10
14935,7,142,14656,2022-02-26,2022-04-08
14936,7,142,17487,2022-02-26,2022-02-26
14937,8,142,13649,2022-02-26,2022-04-05
14938,17,142,192922,2022-02-26,2022-02-26
14939,17,91,232904,2022-02-26,2022-04-14
14940,142,17,70375,2022-02-26,2022-05-20
14941,91,17,96510,2022-02-26,2022-05-22
14942,17,25,2649,2022-02-26,2022-04-08
14943,17,142,477912,2022-02-26,2022-04-22
14944,142,2,58752,2022-02-26,2022-05-24
14945,17,142,103916,2022-02-26,2022-04-07
14946,142,17,149259,2022-02-26,2022-02-26
14947,17,91,59647,2022-02-26,2022-02-26
14948,2,142,57985,2022-02-26,2022-02-26
14949,78,17,278871,2022-02-26,2022-05-06
14950,17,93,22418,2022-02-26,2022-05-21
14951,17,127,5415,2022-02-26,2022-05-24
14952,17,91,50864,2022-02-26,2022-03-31
14953,17,25,11643,2022-02-27,2022-02-27
14954,17,91,102863,2022-02-27,2022-05-11
14955,32,142,21894,2022-02-27,2022-04-02
14956,2,142,65953,2022-02-27,2022-02-27
14957,78,8,20491,2022-02-27,2022-02-27
14958,8,78,42388,2022-02-27,2022-04-24
14959,2,65,4015,2022-02-27,2022-04-11
14960,93,17,5396,2022-02-27,2022-04-02
14961,17,14,57261,2022-02-27,2022-02-27
14962,78,2,69949,2022-02-27,2022-05-22
14963,17,25,4550,2022-02-27,2022-02-27
14964,17,142,102942,2022-02-27,2022-02-27
14965,2,142,47142,2022-02-27,2022-05-26
14966,142,32,5839,2022-02-27,2022-05-26
14967,2,142,42430,2022-02-27,2022-05-11
14968,2,142,92735,2022-02-27,2022-02-27
14969,17,91,62617,2022-02-27,2022-04-18
14970,17,142,137388,2022-02-27,2022-05-07
14971,25,17,2007,2022-02-27,2022-04-30
14972,8,91,19563,2022-02-27,2022-04-14
14973,0,142,5571,2022-02-27,2022-04-25
14974,91,17,60078,2022-02-27,2022-04-17
14975,78,17,124629,2022-02-27,2022-02-27
14976,78,2,173361,2022-02-27,2022-04-11
14977,17,78,247133,2022-02-27,2022-04-24
14978,17,142,66087,2022-02-27,2022-02-27
14979,7,142,19897,2022-02-27,2022-02-27
14980,8,142,11657,2022-02-27,2022-02-27
14981,17,127,5293,2022-02-27,2022-05-28
14982,2,127,4021,2022-02-27,2022-04-07
14983,8,142,13486,2022-02-27,2022-04-08
14984,78,2,79531,2022-02-27,2022-05-20
14985,17,91,126490,2022-02-27,2022-05-14
14986,17,142,165466,2022-02-27,2022-05-02
14987,78,7,12732,2022-02-27,2022-02-27
14988,2,142,42585,2022-02-27,2022-05-28
14989,17,142,415175,2022-02-27,2022-02-27
14990,142,17,303766,2022-02-27,2022-04-17
14991,78,0,29564,2022-02-27,2022-02-27
14992,91,2,56308,2022-02-27,2022-02-27
14993,50,17,1447,2022-02-27,2022-04-12
14994,8,142,21291,2022-02-27,2022-05-08
14995,78,17,114417,2022-02-27,2022-02-27
14996,17,142,100100,2022-02-27,2022-04-20
14997,17,142,110581,2022-02-27,2022-05-10
14998,17,91,67609,2022-02-27,2022-04-11
14999,17,8,1445,2022-02-27,2022-05-21
15000,17,142,151093,2022-02-27,2022-02-27
15001,17,142,80090,2022-02-27,2022-02-27
15002,78,7,16872,2022-02-27,2022-04-03
15003,17,91,64836,2022-02-27,2022-02-27
15004,17,142,129434,2022-02-27,2022-02-27
15005,49,17,3296,2022-02-27,2022-04-27
15006,78,17,129012,2022-02-27,2022-05-12
15007,2,14,13576,2022-02-27,2022-04-06
15008,142,17,346291,2022-02-27,2022-05-21
15009,91,17,46451,2022-02-27,2022-05-06
15010,0,142,4847,2022-02-27,2022-02-27
15011,17,14,68439,2022-02-27,2022-05-21
15012,17,142,91819,2022-02-27,2022-02-27
15013,78,2,85152,2022-02-27,2022-02-27
15014,142,17,145997,2022-02-27,2022-04-20
15015,17,78,175800,2022-02-27,2022-05-12
15016,2,78,49395,2022-02-27,2022-05-11
15017,17,78,122951,2022-02-27,2022-02-27
15018,17,142,101562,2022-02-27,2022-05-28
15019,7,142,29671,2022-02-27,2022-05-26
15020,91,8,21414,2022-02-27,2022-02-27
15021,7,142,28790,2022-02-27,2022-04-25
15022,78,8,20847,2022-02-27,2022-05-19
15023,78,8,26490,2022-02-27,2022-04-26
15024,2,50,1161,2022-02-27,2022-05-17
15025,2,78,79731,2022-02-27,2022-05-16
15026,2,91,21483,2022-02-27,2022-04-23
15027,17,142,220019,2022-02-27,2022-05-23
15028,17,142,400112,2022-02-27,2022-05-02
15029,17,142,897688,2022-02-27,2022-05-16
15030,49,2,6251,2022-02-27,2022-04-07
15031,78,17,146004,2022-02-27,2022-04-28
15032,78,8,23871,2022-02-27,2022-02-27
15033,17,91,49872,2022-02-27,2022-05-06
15034,142,17,77355,2022-02-27,2022-02-27
15035,5,29,372,2022-02-27,2022-04-16
15036,17,30,1082,2022-02-27,2022-04-23
15037,29,2,1192,2022-02-27,2022-05-27
15038,17,91,55691,2022-02-27,2022-02-27
15039,2,142,48190,2022-02-27,2022-04-03
15040,17,142,75414,2022-02-27,2022-05-03
15041,8,78,84757,2022-02-27,2022-05-15
15042,17,142,161477,2022-02-27,2022-04-29
15043,7,142,13229,2022-02-27,2022-02-27
15044,142,17,157005,2022-02-27,2022-05-26
15045,17,91,64853,2022-02-27,2022-02-27
15046,17,142,108507,2022-02-27,2022-04-24
15047,2,127,7006,2022-02-27,2022-04-24
15048,78,17,144011,2022-02-27,2022-02-27
15049,8,142,29472,2022-02-27,2022-05-25
15050,8,14,3584,2022-02-27,2022-02-27
15051,78,8,34522,2022-02-27,2022-02-27
15052,2,142,53257,2022-02-27,2022-04-22
15053,100,17,1371,2022-02-27,2022-05-12
15054,2,120,1622,2022-02-27,2022-04-14
15055,28,2,2602,2022-02-27,2022-02-27
15056,17,91,41882,2022-02-27,2022-05-22
15057,7,78,18819,2022-02-27,2022-02-27
15058,78,2,309503,2022-02-27,2022-05-09
15059,78,17,93216,2022-02-27,2022-05-04
15060,12,142,16986,2022-02-27,2022-02-27
15061,78,1,20653,2022-02-27,2022-02-27
15062,17,91,85273,2022-02-27,2022-04-23
15063,17,93,4305,2022-02-27,2022-02-27
15064,17,18,1116,2022-02-27,2022-05-14
15065,17,142,80731,2022-02-27,2022-04-23
15066,91,17,152826,2022-02-27,2022-02-27
15067,78,17,150079,2022-02-27,2022-05-16
15068,4,78,1663,2022-02-27,2022-05-18
15069,78,1,5567,2022-02-27,2022-02-27
15070,17,78,117164,2022-02-27,2022-04-29
15071,142,17,86514,2022-02-27,2022-04-24
15072,17,142,78883,2022-02-27,2022-05-10
15073,17,3,1431,2022-02-27,2022-04-09
15074,78,12,5877,2022-02-27,2022-05-06
15075,78,7,22437,2022-02-27,2022-04-09
15076,78,5,1359,2022-02-27,2022-04-05
15077,91,17,62485,2022-02-27,2022-05-22
15078,91,17,45361,2022-02-27,2022-02-27
15079,17,142,120043,2022-02-27,2022-02-27
15080,65,17,9986,2022-02-27,2022-02-27
15081,2,93,1978,2022-02-27,2022-02-27
15082,17,78,118433,2022-02-27,2022-02-27
15083,2,78,88268,2022-02-27,2022-02-27
15084,17,142,146014,2022-02-27,2022-03-29
15085,17,142,139075,2022-02-27,2022-04-03
15086,2,142,61728,2022-02-27,2022-02-27
15087,78,17,108686,2022-02-27,2022-04-26
15088,78,17,224429,2022-02-27,2022-05-20
15089,14,17,68145,2022-02-27,2022-02-27
15090,78,0,6478,2022-02-27,2022-02-27
15091,17,127,6211,2022-02-27,2022-05-11
15092,142,12,12990,2022-02-27,2022-02-27
15093,29,17,3626,2022-02-27,2022-05-15
15094,142,2,42710,2022-02-27,2022-04-18
15095,17,142,97222,2022-02-27,2022-02-27
15096,17,50,2080,2022-02-27,2022-05-11
15097,142,2,38464,2022-02-27,2022-04-13
15098,142,17,160048,2022-02-27,2022-04-22
15099,142,8,17367,2022-02-27,2022-04-05
15100,142,2,87148,2022-02-27,2022-05-09
15101,32,142,28206,2022-02-27,2022-05-11
15102,142,17,147181,2022-02-27,2022-02-27
15103,17,50,2013,2022-02-27,2022-04-13
15104,17,127,7066,2022-02-27,2022-02-27
15105,2,14,11195,2022-02-27,2022-05-10
15106,78,0,9121,2022-02-27,2022-04-30
15107,2,91,75399,2022-02-27,2022-04-03
15108,2,91,24516,2022-02-27,2022-05-09
15109,17,91,75039,2022-02-27,2022-02-27
15110,0,91,3238,2022-02-27,2022-04-11
15111,78,32,10520,2022-02-27,2022-05-21
15112,78,2,77985,2022-02-27,2022-05-05
15113,78,8,22889,2022-02-27,2022-04-23
15114,17,142,100647,2022-02-27,2022-02-27
15115,17,127,5830,2022-02-27,2022-04-20
15116,78,2,85882,2022-02-27,2022-04-19
15117,2,91,28866,2022-02-27,2022-05-18
15118,78,17,114664,2022-02-27,2022-05-12
15119,78,32,6182,2022-02-27,2022-05-15
15120,2,78,64465,2022-02-27,2022-04-25
15121,7,142,21873,2022-02-27,2022-04-06
15122,17,142,174756,2022-02-27,2022-02-27
15123,12,78,7348,2022-02-27,2022-02-27
15124,17,25,1616,2022-02-27,2022-04-25
15125,78,17,241761,2022-02-27,2022-04-16
15126,78,2,46075,2022-02-27,2022-05-01
15127,2,14,37193,2022-02-27,2022-04-16
15128,7,142,86924,2022-02-27,2022-02-27
15129,142,2,33042,2022-02-27,2022-02-27
15130,17,91,57925,2022-02-27,2022-04-11
15131,142,2,40277,2022-02-27,2022-02-27
15132,2,14,10538,2022-02-27,2022-02-27
15133,2,142,111359,2022-02-27,2022-05-14
15134,17,142,159107,2022-02-27,2022-02-27
15135,142,17,81012,2022-02-27,2022-04-13
15136,17,14,21849,2022-02-27,2022-02-27
15137,91,7,6613,2022-02-27,2022-05-27
15138,14,17,18861,2022-02-27,2022-02-27
15139,17,142,72982,2022-02-27,2022-05-09
15140,17,142,74739,2022-02-27,2022-02-27
15141,17,142,83690,2022-02-27,2022-02-27
15142,24,91,1808,2022-02-27,2022-03-29
15143,91,7,6453,2022-02-27,2022-02-27
15144,2,78,59559,2022-02-27,2022-03-29
15145,2,91,28731,2022-02-27,2022-04-26
15146,2,91,29863,2022-02-27,2022-05-28
15147,78,7,17101,2022-02-27,2022-04-25
15148,142,17,340023,2022-02-27,2022-05-25
15149,142,40,2457,2022-02-27,2022-04-19
15150,17,14,36810,2022-02-27,2022-04-25
15151,91,2,29386,2022-02-27,2022-05-17
15152,2,78,106708,2022-02-27,2022-05-26
15153,8,78,70114,2022-02-27,2022-04-11
15154,17,142,90282,2022-02-27,2022-04-24
15155,78,2,59492,2022-02-27,2022-02-27
15156,17,7,1186,2022-02-27,2022-02-27
15157,17,142,184386,2022-02-27,2022-05-22
15158,78,17,105158,2022-02-27,2022-04-01
15159,17,14,23685,2022-02-27,2022-02-27
15160,2,14,30617,2022-02-27,2022-04-20
15161,78,2,63194,2022-02-27,2022-02-27
15162,17,91,59946,2022-02-27,2022-03-29
15163,17,142,315620,2022-02-27,2022-04-20
15164,2,17,3231,2022-02-27,2022-02-27
15165,2,142,64314,2022-02-27,2022-04-15
15166,7,91,12809,2022-02-27,2022-05-04
15167,17,142,144500,2022-02-27,2022-04-11
15168,17,14,21712,2022-02-27,2022-02-27
15169,7,127,1327,2022-02-27,2022-02-27
15170,78,2,58302,2022-02-27,2022-05-14
15171,8,142,14420,2022-02-27,2022-02-27
15172,78,0,5620,2022-02-27,2022-04-24
15173,2,142,67226,2022-02-27,2022-05-16
15174,141,17,1039,2022-02-27,2022-02-27
15175,8,142,19067,2022-02-27,2022-05-19
15176,44,142,4686,2022-02-27,2022-02-27
15177,8,17,3761,2022-02-27,2022-04-27
15178,2,78,51368,2022-02-27,2022-04-04
15179,78,17,167603,2022-02-27,2022-04-16
15180,78,17,515742,2022-02-27,2022-05-24
15181,78,2,57031,2022-02-27,2022-02-27
15182,17,142,87109,2022-02-27,2022-04-10
15183,17,91,153750,2022-02-27,2022-04-24
15184,17,142,70099,2022-02-27,2022-05-17
15185,17,14,21776,2022-02-27,2022-05-15
15186,17,91,61976,2022-02-27,2022-05-13
15187,2,78,226001,2022-02-27,2022-04-22
15188,17,14,27171,2022-02-27,2022-05-14
15189,2,127,24757,2022-02-27,2022-02-27
15190,7,142,15179,2022-02-27,2022-04-06
15191,91,17,196028,2022-02-27,2022-04-05
15192,123,8,960,2022-02-27,2022-04-02
15193,17,83,1993,2022-02-27,2022-02-27
15194,91,17,41167,2022-02-27,2022-04-01
15195,17,127,6514,2022-02-27,2022-02-27
15196,91,17,49056,2022-02-27,2022-03-30
15197,17,127,5940,2022-02-27,2022-04-09
15198,78,2,48414,2022-02-27,2022-04-29
15199,17,91,41241,2022-02-27,2022-02-27
15200,2,142,37913,2022-02-27,2022-05-12
15201,142,2,56012,2022-02-27,2022-02-27
15202,17,14,17184,2022-02-27,2022-02-27
15203,17,91,54289,2022-02-27,2022-02-27
15204,17,142,237525,2022-02-27,2022-04-11
15205,2,142,133591,2022-02-27,2022-05-28
15206,7,142,17817,2022-02-27,2022-05-12
15207,78,17,303461,2022-02-27,2022-04-27
15208,78,2,45632,2022-02-27,2022-04-04
15209,78,8,20542,2022-02-27,2022-04-12
15210,78,2,203179,2022-02-27,2022-02-27
15211,65,17,8123,2022-02-27,2022-05-05
15212,12,142,94067,2022-02-27,2022-04-21
15213,78,0,10286,2022-02-27,2022-02-27
15214,78,7,15917,2022-02-28,2022-05-13
15215,12,78,6276,2022-02-28,2022-02-28
15216,142,2,79177,2022-02-28,2022-05-01
15217,8,29,1007,2022-02-28,2022-05-04
15218,142,17,84817,2022-02-28,2022-05-10
15219,0,14,1545,2022-02-28,2022-04-25
15220,17,142,79671,2022-02-28,2022-05-14
15221,78,17,215013,2022-02-28,2022-03-31
15222,2,123,2052,2022-02-28,2022-02-28
15223,14,7,6660,2022-02-28,2022-02-28
15224,17,91,63933,2022-02-28,2022-05-21
15225,17,127,8494,2022-02-28,2022-04-06
15226,17,142,83070,2022-02-28,2022-04-05
15227,17,142,92775,2022-02-28,2022-04-19
15228,14,17,31581,2022-02-28,2022-05-10
15229,142,2,43938,2022-02-28,2022-05-12
15230,17,142,117520,2022-02-28,2022-04-14
15231,17,142,96671,2022-02-28,2022-05-24
15232,2,34,1017,2022-02-28,2022-05-29
15233,91,2,25373,2022-02-28,2022-02-28
15234,123,2,1460,2022-02-28,2022-04-02
15235,32,14,1041,2022-02-28,2022-04-12
15236,142,2,42302,2022-02-28,2022-03-30
15237,2,142,62766,2022-02-28,2022-05-18
15238,78,40,4758,2022-02-28,2022-05-04
15239,40,142,2102,2022-02-28,2022-04-14
15240,91,2,23547,2022-02-28,2022-02-28
15241,2,127,2206,2022-02-28,2022-05-15
15242,7,142,14091,2022-02-28,2022-02-28
15243,17,142,81838,2022-02-28,2022-02-28
15244,91,2,22733,2022-02-28,2022-04-10
15245,17,70,6099,2022-02-28,2022-05-26
15246,8,91,12894,2022-02-28,2022-04-26
15247,17,78,126091,2022-02-28,2022-02-28
15248,91,17,141019,2022-02-28,2022-04-06
15249,2,78,62491,2022-02-28,2022-04-26
15250,4,78,1904,2022-02-28,2022-02-28
15251,12,142,5604,2022-02-28,2022-02-28
15252,2,78,130573,2022-02-28,2022-05-11
15253,142,5,1225,2022-02-28,2022-05-23
15254,17,142,88162,2022-02-28,2022-04-08
15255,8,142,41727,2022-02-28,2022-05-02
15256,2,142,262098,2022-02-28,2022-02-28
15257,91,17,155874,2022-02-28,2022-02-28
15258,78,17,129908,2022-02-28,2022-04-01
15259,78,17,109444,2022-02-28,2022-05-11
15260,8,142,13138,2022-02-28,2022-05-05
15261,142,2,48693,2022-02-28,2022-02-28
15262,17,14,28927,2022-02-28,2022-05-09
15263,17,142,232433,2022-02-28,2022-04-04
15264,78,5,1547,2022-02-28,2022-04-17
15265,91,17,141615,2022-02-28,2022-04-29
15266,2,142,48006,2022-02-28,2022-02-28
15267,17,25,2340,2022-02-28,2022-02-28
15268,91,2,138848,2022-02-28,2022-04-24
15269,78,17,127181,2022-02-28,2022-04-14
15270,17,25,1679,2022-02-28,2022-04-05
15271,8,91,13450,2022-02-28,2022-05-02
15272,32,142,5107,2022-02-28,2022-02-28
15273,24,142,2789,2022-02-28,2022-04-26
15274,142,17,89341,2022-02-28,2022-05-29
15275,123,17,8195,2022-02-28,2022-04-24
15276,2,91,36825,2022-02-28,2022-05-22
15277,17,17,4826,2022-02-28,2022-02-28
15278,142,2,213040,2022-02-28,2022-02-28
15279,142,17,83327,2022-02-28,2022-04-06
15280,50,17,3281,2022-02-28,2022-02-28
15281,142,17,108027,2022-02-28,2022-02-28
15282,17,78,481258,2022-02-28,2022-03-31
15283,91,17,56063,2022-02-28,2022-02-28
15284,17,142,78796,2022-02-28,2022-02-28
15285,17,142,62887,2022-02-28,2022-04-11
15286,17,142,75255,2022-02-28,2022-05-26
15287,142,17,70718,2022-02-28,2022-05-09
15288,17,127,6295,2022-02-28,2022-02-28
15289,78,7,33179,2022-02-28,2022-04-28
15290,8,142,26550,2022-02-28,2022-02-28
15291,17,142,89631,2022-02-28,2022-04-24
15292,17,142,77038,2022-02-28,2022-02-28
15293,2,142,40774,2022-02-28,2022-02-28
15294,2,142,191588,2022-02-28,2022-02-28
15295,0,78,5242,2022-02-28,2022-04-07
15296,2,91,55435,2022-02-28,2022-02-28
15297,91,17,45168,2022-02-28,2022-04-19
15298,17,25,2698,2022-02-28,2022-02-28
15299,17,14,21652,2022-02-28,2022-05-01
15300,17,142,76091,2022-02-28,2022-04-21
15301,2,142,61516,2022-02-28,2022-02-28
15302,12,91,4872,2022-02-28,2022-04-02
15303,7,14,5627,2022-02-28,2022-04-02
15304,91,17,64808,2022-02-28,2022-05-26
15305,142,2,47396,2022-02-28,2022-02-28
15306,32,142,12367,2022-02-28,2022-04-07
15307,65,17,8389,2022-02-28,2022-02-28
15308,78,17,135886,2022-02-28,2022-05-05
15309,17,127,5775,2022-02-28,2022-05-25
15310,78,17,139891,2022-02-28,2022-05-21
15311,17,99,2384,2022-02-28,2022-05-03
15312,7,142,22827,2022-02-28,2022-04-29
15313,17,78,300743,2022-02-28,2022-02-28
15314,78,17,141733,2022-02-28,2022-05-17
15315,78,17,175502,2022-02-28,2022-05-09
15316,17,10,1536,2022-02-28,2022-02-28
15317,2,127,8161,2022-02-28,2022-03-30
15318,8,142,22449,2022-02-28,2022-05-23
15319,2,91,60118,2022-02-28,2022-05-27
15320,91,17,54381,2022-02-28,2022-02-28
15321,17,10,2357,2022-02-28,2022-04-12
15322,17,142,116008,2022-02-28,2022-05-28
15323,12,142,5549,2022-02-28,2022-02-28
15324,2,10,1653,2022-02-28,2022-05-27
15325,12,91,3284,2022-02-28,2022-04-24
15326,8,142,88510,2022-02-28,2022-05-27
15327,142,7,13932,2022-02-28,2022-02-28
15328,17,28,4177,2022-02-28,2022-04-23
15329,2,142,67768,2022-02-28,2022-04-21
15330,17,142,72095,2022-02-28,2022-05-02
15331,17,142,94900,2022-02-28,2022-02-28
15332,8,142,15244,2022-02-28,2022-05-13
15333,2,142,52470,2022-02-28,2022-04-15
15334,78,12,16125,2022-02-28,2022-05-02
15335,91,17,58207,2022-02-28,2022-04-24
15336,142,8,17696,2022-02-28,2022-04-16
15337,2,25,2788,2022-02-28,2022-05-08
15338,78,17,231614,2022-02-28,2022-02-28
15339,17,142,71129,2022-02-28,2022-04-08
15340,0,142,10136,2022-02-28,2022-02-28
15341,142,17,143438,2022-02-28,2022-02-28
15342,91,2,35398,2022-02-28,2022-02-28
15343,91,17,53634,2022-02-28,2022-04-19
15344,24,142,2577,2022-02-28,2022-03-30
15345,142,17,80269,2022-02-28,2022-04-16
15346,78,17,99068,2022-02-28,2022-02-28
15347,78,2,51516,2022-02-28,2022-02-28
15348,17,142,191144,2022-02-28,2022-04-01
15349,1,142,7205,2022-02-28,2022-02-28
15350,78,2,47479,2022-02-28,2022-04-04
15351,0,78,15478,2022-02-28,2022-02-28
15352,17,123,5837,2022-02-28,2022-02-28
15353,17,127,6044,2022-02-28,2022-04-23
15354,2,127,3052,2022-02-28,2022-04-06
15355,91,8,34907,2022-02-28,2022-05-05
15356,142,7,41836,2022-02-28,2022-02-28
15357,2,91,23640,2022-02-28,2022-04-24
15358,2,18,1035,2022-02-28,2022-04-03
15359,17,78,474425,2022-02-28,2022-04-28
15360,78,17,122665,2022-02-28,2022-05-19
15361,7,78,18396,2022-02-28,2022-02-28
15362,142,17,82573,2022-02-28,2022-04-05
15363,14,17,19922,2022-02-28,2022-05-29
15364,17,1,994,2022-02-28,2022-05-20
15365,8,70,1366,2022-02-28,2022-05-27
15366,91,17,53093,2022-02-28,2022-04-23
15367,78,2,72029,2022-02-28,2022-02-28
15368,2,78,135520,2022-02-28,2022-04-26
15369,78,17,99251,2022-02-28,2022-04-20
15370,78,17,213128,2022-02-28,2022-04-05
15371,78,17,102832,2022-02-28,2022-02-28
15372,17,108,1013,2022-02-28,2022-05-23
15373,2,142,65637,2022-02-28,2022-05-21
15374,78,2,67152,2022-02-28,2022-02-28
15375,2,78,224301,2022-02-28,2022-02-28
15376,78,4,1433,2022-02-28,2022-05-09
15377,17,29,2610,2022-02-28,2022-02-28
15378,8,142,16820,2022-02-28,2022-04-30
15379,78,7,75481,2022-02-28,2022-05-25
15380,78,4,1463,2022-02-28,2022-05-18
15381,2,142,167908,2022-02-28,2022-05-04
15382,78,17,120471,2022-02-28,2022-05-13
15383,17,78,108566,2022-02-28,2022-02-28
15384,142,2,39587,2022-02-28,2022-04-20
15385,142,17,76376,2022-02-28,2022-02-28
15386,93,17,4838,2022-02-28,2022-05-02
15387,17,142,83564,2022-02-28,2022-05-27
15388,2,142,52351,2022-02-28,2022-04-30
15389,50,17,2287,2022-02-28,2022-05-07
15390,78,17,546605,2022-02-28,2022-04-22
15391,17,22,1268,2022-02-28,2022-02-28
15392,142,17,356659,2022-02-28,2022-04-28
15393,17,142,83203,2022-02-28,2022-02-28
15394,14,8,4252,2022-02-28,2022-05-08
15395,17,91,49274,2022-02-28,2022-05-18
15396,17,142,180036,2022-02-28,2022-02-28
15397,78,17,122424,2022-02-28,2022-04-07
15398,17,71,2058,2022-02-28,2022-05-04
15399,91,2,35425,2022-02-28,2022-04-01
15400,142,2,56374,2022-02-28,2022-05-07
15401,78,2,109341,2022-02-28,2022-02-28
15402,78,17,146567,2022-02-28,2022-03-30
15403,142,17,140043,2022-02-28,2022-02-28
15404,91,7,9654,2022-02-28,2022-02-28
15405,78,17,113597,2022-02-28,2022-05-22
15406,78,32,10319,2022-02-28,2022-04-12
15407,2,142,51282,2022-02-28,2022-05-16
15408,17,17,15132,2022-02-28,2022-04-28
15409,17,91,59343,2022-02-28,2022-05-03
15410,8,14,5846,2022-02-28,2022-02-28
15411,2,142,55787,2022-02-28,2022-04-21
15412,2,91,69341,2022-02-28,2022-04-20
15413,91,32,18801,2022-02-28,2022-04-01
15414,142,2,44678,2022-02-28,2022-04-26
15415,127,17,5076,2022-02-28,2022-04-26
15416,17,142,84219,2022-02-28,2022-04-25
15417,8,142,16710,2022-02-28,2022-02-28
15418,17,142,161204,2022-02-28,2022-04-20
15419,17,142,114356,2022-02-28,2022-02-28
15420,142,17,656475,2022-02-28,2022-05-28
15421,78,17,171729,2022-02-28,2022-04-04
15422,17,14,20746,2022-02-28,2022-05-17
15423,8,14,4440,2022-02-28,2022-02-28
15424,78,2,59495,2022-02-28,2022-04-18
15425,78,17,111851,2022-02-28,2022-05-21
15426,78,2,68432,2022-02-28,2022-05-19
15427,142,6,2241,2022-02-28,2022-03-31
15428,17,78,195198,2022-02-28,2022-04-14
15429,142,7,15176,2022-02-28,2022-04-10
15430,0,142,3996,2022-02-28,2022-04-11
15431,24,78,2631,2022-02-28,2022-05-21
15432,5,142,1339,2022-02-28,2022-04-02
15433,92,17,2286,2022-02-28,2022-05-20
15434,65,8,1317,2022-02-28,2022-02-28
15435,17,91,47875,2022-02-28,2022-05-05
15436,17,14,33251,2022-02-28,2022-02-28
15437,142,2,58090,2022-02-28,2022-02-28
15438,17,91,107994,2022-02-28,2022-04-08
15439,78,17,124440,2022-02-28,2022-02-28
15440,91,17,47823,2022-02-28,2022-04-10
15441,32,142,9466,2022-02-28,2022-05-06
15442,78,17,103459,2022-02-28,2022-04-01
15443,17,78,163176,2022-02-28,2022-02-28
15444,17,78,140965,2022-02-28,2022-04-30
15445,17,127,6618,2022-02-28,2022-05-15
15446,7,142,17704,2022-02-28,2022-04-20
15447,142,32,6095,2022-02-28,2022-02-28
15448,78,17,98057,2022-02-28,2022-05-02
15449,2,84,1761,2022-02-28,2022-05-09
15450,17,142,60482,2022-02-28,2022-05-26
15451,17,78,101783,2022-02-28,2022-05-07
15452,17,142,69990,2022-02-28,2022-04-07
15453,78,7,10997,2022-02-28,2022-04-24
15454,78,17,138441,2022-02-28,2022-02-28
15455,91,2,68546,2022-02-28,2022-04-19
15456,8,91,8049,2022-02-28,2022-05-09
15457,49,17,3740,2022-02-28,2022-02-28
15458,17,142,79277,2022-02-28,2022-05-16
15459,2,142,41130,2022-02-28,2022-03-31
15460,78,17,1219903,2022-02-28,2022-02-28
15461,78,17,100090,2022-02-28,2022-02-28
15462,7,91,8182,2022-02-28,2022-05-08
15463,2,32,3638,2022-02-28,2022-02-28
15464,32,14,1332,2022-02-28,2022-05-29
15465,17,142,84657,2022-02-28,2022-02-28
15466,78,17,117625,2022-02-28,2022-04-06
15467,17,142,84878,2022-02-28,2022-02-28
15468,78,17,509684,2022-02-28,2022-02-28
15469,17,142,107077,2022-02-28,2022-02-28
15470,142,7,16322,2022-02-28,2022-05-15
15471,78,17,129104,2022-03-01,2022-05-02
15472,142,17,167041,2022-03-01,2022-04-01
15473,142,2,38857,2022-03-01,2022-05-28
15474,78,17,135372,2022-03-01,2022-03-01
15475,142,17,87868,2022-03-01,2022-05-16
15476,78,17,139991,2022-03-01,2022-03-01
15477,142,2,51013,2022-03-01,2022-04-10
15478,78,17,185354,2022-03-01,2022-05-11
15479,78,17,199507,2022-03-01,2022-03-01
15480,142,2,205981,2022-03-01,2022-03-01
15481,14,2,163965,2022-03-01,2022-04-01
15482,78,0,7751,2022-03-01,2022-04-24
15483,91,17,62974,2022-03-01,2022-04-22
15484,78,17,98210,2022-03-01,2022-04-11
15485,142,2,50101,2022-03-01,2022-04-03
15486,91,8,8236,2022-03-01,2022-05-21
15487,142,17,133355,2022-03-01,2022-03-01
15488,70,17,3712,2022-03-01,2022-03-01
15489,91,17,99815,2022-03-01,2022-05-16
15490,127,17,4794,2022-03-01,2022-05-11
15491,78,17,424624,2022-03-01,2022-05-22
15492,91,2,65864,2022-03-01,2022-03-01
15493,14,17,21049,2022-03-01,2022-04-24
15494,2,17,2342,2022-03-01,2022-05-21
15495,17,7,1006,2022-03-01,2022-03-01
15496,14,32,1964,2022-03-01,2022-05-18
15497,78,17,105386,2022-03-01,2022-05-22
15498,78,8,23642,2022-03-01,2022-04-21
15499,142,2,168661,2022-03-01,2022-03-01
15500,78,17,98917,2022-03-01,2022-05-22
15501,78,17,122536,2022-03-01,2022-04-07
15502,91,17,36765,2022-03-01,2022-05-14
15503,78,2,45465,2022-03-01,2022-04-01
